,name,qtype,refer,Al,Ti,Li,Ge,Sr
3692,Gutaishan,orogenic,Feng et al. 2020,18.392,0.173,0.04,5.823,0.44
3693,Gutaishan,orogenic,Feng et al. 2020,88.626,0.178,0.416,8.484,0.461
3694,Gutaishan,orogenic,Feng et al. 2020,67.673,0.266,0.148,6.319,0.142
3695,Gutaishan,orogenic,Feng et al. 2020,126.0,0.674,2.761,10.978,0.196
3696,Gutaishan,orogenic,Feng et al. 2020,195.0,0.277,3.391,8.839,0.884
3697,Gutaishan,orogenic,Feng et al. 2020,33.649,0.128,0.243,5.195,0.737
3698,Gutaishan,orogenic,Feng et al. 2020,2005.0,0.87,28.467,13.783,4.01
3699,Gutaishan,orogenic,Feng et al. 2020,3291.0,2.394,7.321,10.925,13.011
3700,Gutaishan,orogenic,Feng et al. 2020,126.0,0.83,4.432,3.244,3.696
3701,Gutaishan,orogenic,Feng et al. 2020,2486.0,4.74,2.744,9.658,12.465
3702,Gutaishan,orogenic,Feng et al. 2020,1793.0,2.232,17.984,9.14,6.787
3703,Gutaishan,orogenic,Feng et al. 2020,186.0,0.567,2.984,10.358,0.402
3704,Gutaishan,orogenic,Feng et al. 2020,68.289,0.369,0.047,5.32,1.126
3705,Gutaishan,orogenic,Feng et al. 2020,75.985,0.188,0.047,5.592,1.24
3706,Gutaishan,orogenic,Feng et al. 2020,112.0,0.784,0.039,5.507,2.807
3707,Gutaishan,orogenic,Feng et al. 2020,81.108,0.76,0.038,5.818,2.042
3708,Gutaishan,orogenic,Feng et al. 2020,120.0,0.831,0.043,4.462,1.262
3709,Gutaishan,orogenic,Feng et al. 2020,66.378,0.923,0.085,5.455,2.061
3710,Gutaishan,orogenic,Feng et al. 2020,122.0,0.706,0.105,6.683,2.138
3711,Gutaishan,orogenic,Feng et al. 2020,111.0,0.536,0.248,6.03,5.815
3712,Gutaishan,orogenic,Feng et al. 2020,19.597,0.096,0.042,5.535,1.622
3713,Gutaishan,orogenic,Feng et al. 2020,21.038,0.102,0.037,5.935,0.643
3714,Gutaishan,orogenic,Feng et al. 2020,70.568,0.107,0.069,7.11,0.874
3715,Gutaishan,orogenic,Feng et al. 2020,93.473,0.425,0.486,6.304,1.858
3716,Gutaishan,orogenic,Feng et al. 2020,68.719,0.238,0.165,8.673,0.709
3717,Gutaishan,orogenic,Feng et al. 2020,87.797,2.738,0.118,7.823,2.544
3718,Gutaishan,orogenic,Feng et al. 2020,147.0,6.421,0.057,5.799,1.873
3719,Gutaishan,orogenic,Feng et al. 2020,37.187,8.94,0.059,5.467,0.964
3720,Gutaishan,orogenic,Feng et al. 2020,106.0,0.318,3.236,12.276,0.468
3721,Gutaishan,orogenic,Feng et al. 2020,37.177,0.249,0.073,6.568,0.518
3722,Gutaishan,orogenic,Feng et al. 2020,143.0,0.401,1.483,10.342,0.476
3723,Gutaishan,orogenic,Feng et al. 2020,76.288,0.294,0.413,7.98,0.456
3724,Gutaishan,orogenic,Feng et al. 2020,74.214,3.668,0.751,8.249,0.262
3725,Gutaishan,orogenic,Feng et al. 2020,92.01,0.264,2.57,8.675,0.195
3726,Gutaishan,orogenic,Feng et al. 2020,93.858,0.309,1.786,8.24,0.075
3727,Gutaishan,orogenic,Feng et al. 2020,77.882,3.353,0.471,7.436,0.568
3728,Gutaishan,orogenic,Feng et al. 2020,28.028,0.222,0.05,5.442,0.272
3729,Gutaishan,orogenic,Feng et al. 2020,2316.0,0.78,3.5,10.792,6.445
3730,Gutaishan,orogenic,Feng et al. 2020,2841.0,0.747,2.899,9.901,14.134
3731,Gutaishan,orogenic,Feng et al. 2020,30.357,0.094,0.234,6.225,0.659
3732,Jiguanzui,skarn,Zhang et al. 2019,572.0,38.866,4.417,1.019,2.139
3733,Jiguanzui,skarn,Zhang et al. 2019,174.0,4.037,0.914,0.64,1.1
3734,Jiguanzui,skarn,Zhang et al. 2019,273.0,15.736,6.739,0.682,0.408
3735,Jiguanzui,skarn,Zhang et al. 2019,15.248,1.123,0.263,0.55,0.047
3736,Jiguanzui,skarn,Zhang et al. 2019,22.036,0.758,0.745,0.511,0.895
3737,Jiguanzui,skarn,Zhang et al. 2019,103.0,1.442,1.025,0.588,1.18
3738,Jiguanzui,skarn,Zhang et al. 2019,118.0,0.239,0.288,0.794,4.077
3739,Jiguanzui,skarn,Zhang et al. 2019,1207.0,1.272,13.709,4.162,11.065
3740,Jiguanzui,skarn,Zhang et al. 2019,964.0,0.741,3.865,2.602,10.043
3741,Jiguanzui,skarn,Zhang et al. 2019,354.0,10.457,1.67,1.649,3.452
3742,Jiguanzui,skarn,Zhang et al. 2019,1062.0,3.018,11.352,1.9,10.178
3743,Jiguanzui,skarn,Zhang et al. 2019,406.0,141.0,2.776,1.746,2.272
3744,Jiguanzui,skarn,Zhang et al. 2019,1138.0,32.933,19.254,4.16,6.111
3745,Jiguanzui,skarn,Zhang et al. 2019,637.0,0.53,10.387,2.378,6.455
3746,Jiguanzui,skarn,Zhang et al. 2019,751.0,0.982,7.922,7.02,3.573
3747,Jiguanzui,skarn,Zhang et al. 2019,145.0,0.57,1.062,1.223,4.77
3748,Jiguanzui,skarn,Zhang et al. 2019,88.254,2.654,1.274,2.876,0.826
3749,Jiguanzui,skarn,Zhang et al. 2019,587.0,4.905,14.794,7.46,2.174
3750,Jiguanzui,skarn,Zhang et al. 2019,50.844,23.95,0.571,1.593,0.056
3751,Jiguanzui,skarn,Zhang et al. 2019,260.0,30.791,3.015,2.62,4.429
3752,Jiguanzui,skarn,Zhang et al. 2019,242.0,3.049,1.938,1.333,4.486
3753,Jiguanzui,skarn,Zhang et al. 2019,181.0,65.933,3.157,1.828,0.607
3754,Jiguanzui,skarn,Zhang et al. 2019,174.0,73.478,7.678,1.853,1.132
3755,Jiguanzui,skarn,Zhang et al. 2019,374.0,23.484,4.098,1.608,1.131
3756,Jiguanzui,skarn,Zhang et al. 2019,428.0,3.243,6.129,5.779,5.198
3757,Jiguanzui,skarn,Zhang et al. 2019,527.0,11.015,13.097,9.14,3.349
3758,Jiguanzui,skarn,Zhang et al. 2019,64.718,1.918,0.19,1.485,0.926
3759,Jiguanzui,skarn,Zhang et al. 2019,406.0,2.361,5.032,1.99,4.864
3760,Jiguanzui,skarn,Zhang et al. 2019,159.0,2.17,0.797,1.162,1.264
3761,Jiguanzui,skarn,Zhang et al. 2019,475.0,0.694,10.054,3.107,4.116
3762,Jiguanzui,skarn,Zhang et al. 2019,895.0,2.078,32.032,6.396,1.364
3763,Jiguanzui,skarn,Zhang et al. 2019,133.0,0.12,2.826,3.146,0.309
3764,Jiguanzui,skarn,Zhang et al. 2019,67.949,4.095,0.786,0.801,0.215
3765,Jiguanzui,skarn,Zhang et al. 2019,557.0,11.422,11.748,5.271,1.466
3766,Jiguanzui,skarn,Zhang et al. 2019,1905.0,13.253,18.429,2.959,2.045
3767,Jiguanzui,skarn,Zhang et al. 2019,105.0,38.902,0.573,2.003,3.342
3768,Jiguanzui,skarn,Zhang et al. 2019,882.0,4.458,15.41,3.562,6.082
3769,Jiguanzui,skarn,Zhang et al. 2019,245.0,1.151,5.791,3.155,0.336
3770,Jiguanzui,skarn,Zhang et al. 2019,229.0,1.607,4.628,2.364,0.173
3771,Jiguanzui,skarn,Zhang et al. 2019,1335.0,3.36,27.684,6.679,8.755
3772,Jiguanzui,skarn,Zhang et al. 2019,92.443,0.64,1.932,1.308,0.387
3773,Jiguanzui,skarn,Zhang et al. 2019,49.155,0.572,0.54,0.534,0.146
3774,Jiguanzui,skarn,Zhang et al. 2019,72.509,1.535,0.03,0.591,54.28
3775,Jiguanzui,skarn,Zhang et al. 2019,810.0,2.955,6.729,3.154,10.728
3776,Jiguanzui,skarn,Zhang et al. 2019,88.153,10.626,0.702,1.486,0.782
3777,Jiguanzui,skarn,Zhang et al. 2019,70.019,4.099,0.429,0.985,0.429
3778,Jiguanzui,skarn,Zhang et al. 2019,85.482,12.285,5.113,1.301,0.203
3779,Jiguanzui,skarn,Zhang et al. 2019,97.103,3.228,0.397,1.002,0.94
3780,Jiguanzui,skarn,Zhang et al. 2019,61.765,2.447,0.093,0.834,1.631
3781,Jiguanzui,skarn,Zhang et al. 2019,27.118,2.307,0.207,1.179,0.262
3782,Jiguanzui,skarn,Zhang et al. 2019,967.0,13.856,14.505,11.676,1.035
3783,Jiguanzui,skarn,Zhang et al. 2019,1312.0,40.452,3.56,5.769,8.136
3784,Jiguanzui,skarn,Zhang et al. 2019,421.0,5.05,8.129,2.66,0.728
3785,Jiguanzui,skarn,Zhang et al. 2019,23.951,8.05,2.314,1.442,0.002
3786,Jiguanzui,skarn,Zhang et al. 2019,465.0,3.075,5.225,2.07,0.419
3787,Jiguanzui,skarn,Zhang et al. 2019,73.071,21.022,0.837,2.276,0.624
3788,Jiguanzui,skarn,Zhang et al. 2019,156.0,2.675,1.122,2.721,1.582
3789,Jiguanzui,skarn,Zhang et al. 2019,241.0,1.461,1.309,1.532,5.582
3790,Jiguanzui,skarn,Zhang et al. 2019,425.0,0.827,1.282,2.69,5.017
3791,Jiguanzui,skarn,Zhang et al. 2019,138.0,0.723,0.6,2.184,0.702
3792,Jiguanzui,skarn,Zhang et al. 2019,146.0,1.163,2.057,2.253,1.328
3793,Jiguanzui,skarn,Zhang et al. 2019,144.0,1.552,1.07,1.778,1.232
3794,Jiguanzui,skarn,Zhang et al. 2019,223.0,6.532,6.347,9.029,1.02
3795,Jiguanzui,skarn,Zhang et al. 2019,247.0,3.677,1.508,2.207,2.166
3796,Jiguanzui,skarn,Zhang et al. 2019,166.0,1.539,0.336,0.457,3.43
3797,Jiguanzui,skarn,Zhang et al. 2019,92.734,1.691,4.669,0.973,9.608
3798,Jiguanzui,skarn,Zhang et al. 2019,61.073,1.212,1.308,0.944,1.066
3799,Jiguanzui,skarn,Zhang et al. 2019,99.611,1.599,0.423,1.985,5.052
3800,Jiguanzui,skarn,Zhang et al. 2019,1621.0,3.876,53.215,3.266,13.792
3801,Jiguanzui,skarn,Zhang et al. 2019,1413.0,1.348,46.756,17.763,2.02
3802,Jiguanzui,skarn,Zhang et al. 2019,1017.0,1.169,26.237,11.348,4.741
3803,Jiguanzui,skarn,Zhang et al. 2019,461.0,2.605,7.013,6.037,1.6
3804,Jiguanzui,skarn,Zhang et al. 2019,197.0,1.597,2.983,1.878,0.374
3805,Jiguanzui,skarn,Zhang et al. 2019,306.0,0.624,4.617,1.174,5.068
3806,Jiguanzui,skarn,Zhang et al. 2019,32.175,1.802,1.076,0.938,8.989
3807,Jiguanzui,skarn,Zhang et al. 2019,11.325,0.181,0.073,0.553,1.583
3808,Jiguanzui,skarn,Zhang et al. 2019,1843.0,0.715,59.497,4.303,13.562
3809,Jiguanzui,skarn,Zhang et al. 2019,20.189,0.261,0.292,0.813,0.389
3810,Jiguanzui,skarn,Zhang et al. 2019,596.0,0.824,8.81,2.663,6.71
3811,Jiguanzui,skarn,Zhang et al. 2019,97.622,1.874,1.57,1.256,4.192
3812,Jiguanzui,skarn,Zhang et al. 2019,159.0,1.764,0.956,0.757,11.21
3813,Jiguanzui,skarn,Zhang et al. 2019,22.874,2.464,0.058,0.738,2.964
3814,Jiguanzui,skarn,Zhang et al. 2019,62.826,3.599,0.309,0.535,0.443
3815,Jiguanzui,skarn,Zhang et al. 2019,8.581,1.582,0.099,0.563,3.714
3816,Jiguanzui,skarn,Zhang et al. 2019,772.0,1.352,14.877,2.687,7.92
3817,Jiguanzui,skarn,Zhang et al. 2019,77.613,2.302,2.791,0.651,1.087
3818,Jiguanzui,skarn,Zhang et al. 2019,1359.0,6.293,25.652,5.545,6.67
3819,Jiguanzui,skarn,Zhang et al. 2019,1542.0,8.599,33.045,5.95,12.929
3820,Jiguanzui,skarn,Zhang et al. 2019,1043.0,3.616,21.161,5.624,7.854
3821,Jiguanzui,skarn,Zhang et al. 2019,1277.0,3.85,10.374,5.294,25.337
3822,Jiguanzui,skarn,Zhang et al. 2019,2353.0,1.966,1.014,1.665,4.644
3823,Jiguanzui,skarn,Zhang et al. 2019,224.0,2.47,0.438,0.735,19.737
3824,Jiguanzui,skarn,Zhang et al. 2019,768.0,2.809,4.199,1.902,7.419
3825,Jiguanzui,skarn,Zhang et al. 2019,139.0,2.247,0.325,0.51,4.455
3826,Jiguanzui,skarn,Zhang et al. 2019,674.0,13.667,12.917,3.808,8.482
3827,Jiguanzui,skarn,Zhang et al. 2019,452.0,2.641,5.214,3.338,2.882
3828,Jiguanzui,skarn,Zhang et al. 2019,909.0,6.763,32.136,5.192,2.495
3829,Jiguanzui,skarn,Zhang et al. 2019,164.0,1.068,0.732,3.385,7.735
3830,Jiguanzui,skarn,Zhang et al. 2019,2254.0,4.631,66.271,13.535,19.569
3831,Jiguanzui,skarn,Zhang et al. 2019,241.0,0.731,4.541,2.724,0.548
3832,Jiguanzui,skarn,Zhang et al. 2019,843.0,0.643,25.816,8.989,4.02
3833,Jiguanzui,skarn,Zhang et al. 2019,220.0,0.732,3.779,4.318,0.822
3834,Jiguanzui,skarn,Zhang et al. 2019,1721.0,7.231,12.36,9.809,15.51
3835,Jiguanzui,skarn,Zhang et al. 2019,2321.0,10.711,29.528,18.403,3.728
3836,Jiguanzui,skarn,Zhang et al. 2019,2247.0,5.26,20.519,5.508,7.802
3837,Jiguanzui,skarn,Zhang et al. 2019,3545.0,4.469,124.0,23.148,12.841
3838,Jiguanzui,skarn,Zhang et al. 2019,3579.0,2.059,114.0,17.818,19.349
3839,Jiguanzui,skarn,Zhang et al. 2019,3064.0,1.922,108.0,19.126,12.72
3840,Jiguanzui,skarn,Zhang et al. 2019,1604.0,0.955,52.676,8.103,8.4
3841,Jiguanzui,skarn,Zhang et al. 2019,1929.0,0.737,64.43,9.268,10.67
3842,Jiguanzui,skarn,Zhang et al. 2019,613.0,0.835,13.726,3.352,8.35
3843,Jiguanzui,skarn,Zhang et al. 2019,1275.0,6.613,8.979,3.322,5.335
3844,Jiguanzui,skarn,Zhang et al. 2019,256.0,0.51,3.208,1.235,0.755
3845,Jiguanzui,skarn,Zhang et al. 2019,569.0,1.969,16.501,2.999,0.808
3846,Jiguanzui,skarn,Zhang et al. 2019,200.0,2.037,2.133,4.833,0.569
3847,Jiguanzui,skarn,Zhang et al. 2019,1191.0,12.883,16.199,6.248,3.63
3848,Jiguanzui,skarn,Zhang et al. 2019,483.0,1.448,4.811,5.484,1.54
3849,Jiguanzui,skarn,Zhang et al. 2019,306.0,2.235,3.253,3.677,0.298
3850,Jiguanzui,skarn,Zhang et al. 2019,944.0,5.493,7.131,4.853,2.999
3851,Jiguanzui,skarn,Zhang et al. 2019,536.0,9.103,16.011,8.649,0.033
3852,Jiguanzui,skarn,Zhang et al. 2019,517.0,3.766,10.109,3.722,1.607
3853,Jiguanzui,skarn,Zhang et al. 2019,48.049,1.05,0.37,1.778,0.327
3854,Jiguanzui,skarn,Zhang et al. 2019,99.008,25.464,0.568,0.872,11.455
3855,Jiguanzui,skarn,Zhang et al. 2019,139.0,30.42,1.786,0.809,1.248
3856,Jiguanzui,skarn,Zhang et al. 2019,253.0,2.92,6.279,1.484,0.841
3857,Jiguanzui,skarn,Zhang et al. 2019,898.0,2.786,44.767,4.494,1.064
3858,Jiguanzui,skarn,Zhang et al. 2019,373.0,10.715,17.935,4.342,0.264
3859,Jiguanzui,skarn,Zhang et al. 2019,142.0,4.207,2.042,3.134,2.353
3860,Jiguanzui,skarn,Zhang et al. 2019,83.786,3.353,0.674,1.063,1.137
3861,Jiguanzui,skarn,Zhang et al. 2019,832.0,5.692,22.512,7.114,2.435
3862,Jiguanzui,skarn,Zhang et al. 2019,1453.0,4.72,39.457,21.093,5.769
3863,Jiguanzui,skarn,Zhang et al. 2019,472.0,1.527,5.793,8.775,3.244
3864,Jiguanzui,skarn,Zhang et al. 2019,1716.0,11.093,27.312,16.5,3.375
3865,Jiguanzui,skarn,Zhang et al. 2019,61.237,1.405,0.297,2.676,0.311
3866,Jiguanzui,skarn,Zhang et al. 2019,99.974,1.411,0.959,3.866,1.013
3867,Jiguanzui,skarn,Zhang et al. 2019,289.0,0.977,9.054,3.792,0.502
3868,Jiguanzui,skarn,Zhang et al. 2019,570.0,3.195,7.775,5.79,13.537
3869,Jiguanzui,skarn,Zhang et al. 2019,139.0,1.137,1.893,2.891,2.035
3870,Jiguanzui,skarn,Zhang et al. 2019,221.0,1.02,0.67,2.289,1.178
3871,Jiguanzui,skarn,Zhang et al. 2019,245.0,0.683,4.579,2.234,3.613
3872,Jiguanzui,skarn,Zhang et al. 2019,117.0,1.187,1.794,0.776,2.846
3873,Jiguanzui,skarn,Zhang et al. 2019,14.592,0.967,0.056,1.013,0.049
3874,Jiguanzui,skarn,Zhang et al. 2019,239.0,3.62,6.299,6.343,1.105
3875,Jiguanzui,skarn,Zhang et al. 2019,119.0,3.621,0.684,1.344,2.005
3876,Jiguanzui,skarn,Zhang et al. 2019,165.0,1.17,3.618,3.919,0.463
3877,Jiguanzui,skarn,Zhang et al. 2019,719.0,3.261,21.429,5.532,0.245
3878,Jiguanzui,skarn,Zhang et al. 2019,64.682,6.412,0.2,0.754,10.141
3879,Jiguanzui,skarn,Zhang et al. 2019,154.0,2.182,0.441,0.803,0.949
3880,Jiguanzui,skarn,Zhang et al. 2019,80.14,0.911,1.038,0.747,0.519
3881,Jiguanzui,skarn,Zhang et al. 2019,30.847,0.991,0.255,0.637,0.007
3882,Jiguanzui,skarn,Zhang et al. 2019,3312.0,2.279,101.0,6.416,8.295
3883,Jiguanzui,skarn,Zhang et al. 2019,234.0,2.969,8.775,1.23,0.014
3884,Jiguanzui,skarn,Zhang et al. 2019,210.0,2.507,5.649,1.604,0.035
3885,Jiguanzui,skarn,Zhang et al. 2019,84.692,1.697,0.759,1.798,2.649
3886,Jiguanzui,skarn,Zhang et al. 2019,2244.0,1.175,27.848,3.572,24.323
3887,Jiguanzui,skarn,Zhang et al. 2019,74.516,2.537,0.906,1.438,0.411
3888,Jiguanzui,skarn,Zhang et al. 2019,184.0,1.962,0.745,1.2,2.704
3889,Jiguanzui,skarn,Zhang et al. 2019,61.155,1.033,0.247,1.138,2.827
3890,Jiguanzui,skarn,Zhang et al. 2019,81.522,2.138,0.24,0.98,1.084
3891,Jiguanzui,skarn,Zhang et al. 2019,418.0,11.754,5.879,7.081,5.908
3892,Jiguanzui,skarn,Zhang et al. 2019,86.151,11.426,0.397,2.461,2.211
3893,Jiguanzui,skarn,Zhang et al. 2019,81.375,13.602,0.537,0.803,6.034
3894,Jiguanzui,skarn,Zhang et al. 2019,65.595,4.529,0.574,0.545,5.401
3895,Jiguanzui,skarn,Zhang et al. 2019,114.0,12.979,3.392,0.73,1.284
3896,Jiguanzui,skarn,Zhang et al. 2019,57.499,6.779,3.498,0.582,0.052
3897,Jiguanzui,skarn,Zhang et al. 2019,597.0,0.832,4.735,3.464,5.777
3898,Jiguanzui,skarn,Zhang et al. 2019,341.0,1.445,4.524,8.004,1.735
3899,Jiguanzui,skarn,Zhang et al. 2019,651.0,3.078,15.951,11.814,0.737
3900,Jiguanzui,skarn,Zhang et al. 2019,82.64,0.263,0.258,1.086,0.875
3901,Jiguanzui,skarn,Zhang et al. 2019,42.842,0.206,0.597,1.521,0.057
3902,Jiguanzui,skarn,Zhang et al. 2019,159.0,0.265,1.459,1.722,2.791
3903,Jiguanzui,skarn,Zhang et al. 2019,1400.0,2.202,7.369,3.281,3.5
3904,Jiguanzui,skarn,Zhang et al. 2019,629.0,1.203,8.362,3.114,3.953
3905,Jiguanzui,skarn,Zhang et al. 2019,253.0,0.418,3.078,1.965,3.229
3906,Jiguanzui,skarn,Zhang et al. 2019,269.0,0.269,4.606,2.237,2.571
3907,Jiguanzui,skarn,Zhang et al. 2019,144.0,1.249,5.662,0.985,2.075
3908,Jiguanzui,skarn,Zhang et al. 2019,966.0,0.543,23.66,6.036,6.398
3909,Jiguanzui,skarn,Zhang et al. 2019,2450.0,12.783,12.835,4.845,4.752
3910,Jiguanzui,skarn,Zhang et al. 2019,2788.0,19.101,26.09,5.007,3.843
3911,Jiguanzui,skarn,Zhang et al. 2019,76.998,1.868,0.555,0.588,2.235
3912,Jiguanzui,skarn,Zhang et al. 2019,53.787,4.105,0.162,0.465,5.337
3913,Jiguanzui,skarn,Zhang et al. 2019,27.226,2.28,0.29,0.538,0.779
3914,Jiguanzui,skarn,Zhang et al. 2019,450.0,1.859,10.01,2.398,3.67
3915,Jiguanzui,skarn,Zhang et al. 2019,77.574,2.429,2.613,0.538,0.057
3916,Jiguanzui,skarn,Zhang et al. 2019,90.133,2.172,2.16,0.48,0.114
3917,Jiguanzui,skarn,Zhang et al. 2019,255.0,2.8,1.008,1.656,19.841
3918,Jiguanzui,skarn,Zhang et al. 2019,235.0,2.328,2.838,0.897,0.487
3919,Jiguanzui,skarn,Zhang et al. 2019,168.0,0.801,0.206,1.557,2.006
3920,Jiguanzui,skarn,Zhang et al. 2019,1015.0,6.89,14.266,9.166,4.108
3921,Jiguanzui,skarn,Zhang et al. 2019,258.0,0.774,3.449,4.984,1.174
3922,Jiguanzui,skarn,Zhang et al. 2019,1581.0,13.27,12.593,18.344,5.128
3923,Jiguanzui,skarn,Zhang et al. 2019,613.0,2.722,8.616,5.029,3.587
3924,Jiguanzui,skarn,Zhang et al. 2019,1254.0,22.285,12.872,8.041,5.336
3925,Jiguanzui,skarn,Zhang et al. 2019,365.0,7.38,3.024,4.049,2.221
3926,Jiguanzui,skarn,Zhang et al. 2019,896.0,16.711,10.242,4.15,1.995
3927,Jiguanzui,skarn,Zhang et al. 2019,379.0,6.096,13.534,3.244,0.144
3928,Jiguanzui,skarn,Zhang et al. 2019,382.0,6.327,14.584,3.603,0.322
3929,Jiguanzui,skarn,Zhang et al. 2019,126.0,1.007,2.628,1.638,0.396
3930,Jiguanzui,skarn,Zhang et al. 2019,60.598,1.6,0.916,5.668,0.139
3931,Jiguanzui,skarn,Zhang et al. 2019,511.0,1.533,8.663,7.134,0.956
3932,Jiguanzui,skarn,Zhang et al. 2019,291.0,9.7,2.381,4.35,2.219
3933,Jiguanzui,skarn,Zhang et al. 2019,2376.0,22.471,8.178,6.448,12.893
3934,Jiguanzui,skarn,Zhang et al. 2019,34.181,0.821,0.055,1.22,2.646
3935,Yuanzhuding,porphyry,Mao et al. 2018,56.7,29.4,6.07,1.29,0.01
3936,Yuanzhuding,porphyry,Mao et al. 2018,56.1,32.5,6.26,1.1,0.01
3937,Yuanzhuding,porphyry,Mao et al. 2018,101.0,34.6,3.11,1.18,0.98
3940,Yuanzhuding,porphyry,Mao et al. 2018,60.5,27.9,6.82,1.21,0.01
3941,Yuanzhuding,porphyry,Mao et al. 2018,82.9,27.0,8.14,1.17,0.07
3943,Yuanzhuding,porphyry,Mao et al. 2018,55.9,31.4,5.73,0.82,0.01
3944,Yuanzhuding,porphyry,Mao et al. 2018,49.9,32.6,3.61,1.1,0.01
3945,Yuanzhuding,porphyry,Mao et al. 2018,49.9,36.3,2.85,0.95,0.03
3947,Yuanzhuding,porphyry,Mao et al. 2018,97.5,25.0,6.78,0.82,0.12
3951,Yuanzhuding,porphyry,Mao et al. 2018,105.0,21.4,7.77,1.98,0.03
3952,Yuanzhuding,porphyry,Mao et al. 2018,95.3,24.2,5.79,1.9,0.02
3964,Dabaoshan V1,porphyry,Mao et al. 2017,118.2503,40.58,0.23,1.305,0.1128
3965,Dabaoshan V1,porphyry,Mao et al. 2017,175.6265,39.81,0.16,1.407,0.1028
3967,Dabaoshan V1,porphyry,Mao et al. 2017,158.28,43.91,0.318,1.11,0.0382
3968,Dabaoshan V1,porphyry,Mao et al. 2017,86.3892,35.45,0.341,1.39,0.0788
3969,Dabaoshan V1,porphyry,Mao et al. 2017,96.0768,36.29,0.303,1.43,0.067
3970,Dabaoshan V1,porphyry,Mao et al. 2017,120.951,37.14,0.42,1.043,0.0293
3971,Dabaoshan V1,porphyry,Mao et al. 2017,81.864,31.4,0.559,1.21,0.082
3972,Dabaoshan V1,porphyry,Mao et al. 2017,100.7208,35.05,0.386,1.33,0.162
3975,Dabaoshan V1,porphyry,Mao et al. 2017,61.992,31.85,0.176,1.66,0.0672
3979,Dabaoshan V1,porphyry,Mao et al. 2017,83.35440000000001,40.1,0.117,1.53,0.0367
3980,Dabaoshan V1,porphyry,Mao et al. 2017,61.7652,38.19,0.167,1.36,0.0341
3981,Dabaoshan V1,porphyry,Mao et al. 2017,91.88640000000001,37.87,0.185,1.501,0.0461
3984,Dabaoshan V1,porphyry,Mao et al. 2017,69.61,45.61,0.132,2.92,0.038
3985,Dabaoshan V1,porphyry,Mao et al. 2017,67.59,33.7,0.1,2.84,1.402
3986,Dabaoshan V1,porphyry,Mao et al. 2017,85.8,26.75,0.173,1.69,0.0586
3987,Dabaoshan V1,porphyry,Mao et al. 2017,53.08,33.74,0.088,1.59,0.0211
3988,Dabaoshan V1,porphyry,Mao et al. 2017,60.91,30.56,0.202,1.96,0.501
3989,Dabaoshan V1,porphyry,Mao et al. 2017,71.85,52.68,0.212,1.04,0.0505
3990,Dabaoshan V1,porphyry,Mao et al. 2017,77.11,88.52,0.102,1.36,0.16
3991,Dabaoshan V1,porphyry,Mao et al. 2017,129.13,88.66,0.29,2.08,0.473
3992,Dabaoshan V1,porphyry,Mao et al. 2017,117.86,64.45,0.322,1.07,0.057
3993,Dabaoshan V1,porphyry,Mao et al. 2017,99.16,42.6,0.214,1.29,0.199
3997,Dabaoshan V1,porphyry,Mao et al. 2017,69.94,38.8,0.529,1.69,0.0312
4000,Dabaoshan V1,porphyry,Mao et al. 2017,88.37279999999998,56.14,0.662,2.11,0.641
4001,Dabaoshan V1,porphyry,Mao et al. 2017,92.8583,38.71,0.586,1.71,1.096
4002,Dabaoshan V1,porphyry,Mao et al. 2017,98.16539999999999,48.77,0.77,1.51,0.255
4003,Dabaoshan V1,porphyry,Mao et al. 2017,99.1914,37.63,0.699,1.84,1.014
4004,Dabaoshan V1,porphyry,Mao et al. 2017,87.8074,37.79,0.757,1.54,0.976
4005,Dabaoshan V1,porphyry,Mao et al. 2017,70.11,37.11,0.771,1.95,0.252
4006,Dabaoshan V1,porphyry,Mao et al. 2017,65.6754,46.38,0.841,1.496,0.19
4007,Dabaoshan V1,porphyry,Mao et al. 2017,73.4388,45.08,0.783,1.275,0.288
4008,Dabaoshan V1,porphyry,Mao et al. 2017,98.8038,24.37,0.799,1.0,0.427
4009,Dabaoshan V1,porphyry,Mao et al. 2017,85.00979999999998,33.86,1.002,1.92,0.171
4010,Dabaoshan V1,porphyry,Mao et al. 2017,60.94439999999999,36.65,0.461,1.573,0.321
4011,Dabaoshan V1,porphyry,Mao et al. 2017,78.96779999999998,38.08,0.986,1.35,0.36
4012,Dabaoshan V1,porphyry,Mao et al. 2017,86.0397,34.58,1.08,1.89,1.239
4013,Dabaoshan V1,porphyry,Mao et al. 2017,67.00919999999999,34.89,1.56,1.04,0.127
4014,Dabaoshan V1,porphyry,Mao et al. 2017,80.1306,34.75,1.58,0.847,0.0424
4020,Dabaoshan V1,porphyry,Mao et al. 2017,81.9318,54.74,0.105,1.36,0.176
4021,Dabaoshan V1,porphyry,Mao et al. 2017,104.253,42.07,0.594,1.244,0.378
4022,Dabaoshan V1,porphyry,Mao et al. 2017,109.1436,58.09,0.134,1.34,0.209
4023,Dabaoshan V1,porphyry,Mao et al. 2017,73.51859999999999,24.98,0.106,1.39,0.137
4024,Dabaoshan V1,porphyry,Mao et al. 2017,56.6238,30.16,0.135,1.2,0.089
4025,Dabaoshan V1,porphyry,Mao et al. 2017,74.4876,47.56,0.072,1.122,0.0878
4026,Dabaoshan V1,porphyry,Mao et al. 2017,60.249,49.0,0.128,0.82,0.417
